XEP,Description,Status,ejabberd,iChat Server,jabberd14,jabberd2,Metronome,Isode M-Link,MongooseIM,Openfire,Prosody,Tigase
0004,Data forms,[empty],<ref name="ejabberd-protocols" />,[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features">Server-side Extensions Supported in Metronome. Retrieved on 2018-03-06.</ref>,<ref name="M-Link-features"></ref>,[empty],<ref name="openfire-features" />,<ref name="prosody-thorough">XMPP Extensions (XEPs) supported in Prosody. Prosody.im (2013-05-29). Retrieved on 2013-07-17.</ref>,<ref name="tigase-features" /><ref>Exists as API on the server side</ref>
0009,Jabber RPC,[empty],<ref name="ejabberd-protocols" />,[empty],[empty],<ref name="jabberd2-features" />,[empty],[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0012,Last Activity,[empty],<ref name="ejabberd-protocols">Protocols Implementation | ejabberd Community Site. Ejabberd.im (2010-08-03). Retrieved on 2013-07-17.</ref>,[empty],<ref name="jabberd14-features" />,<ref name="jabberd2-features">https://github.com/jabberd2/jabberd2/blob/master/README.protocol. Jabber2 README.protocol. Retrieved on 2014-02-27.</ref>,<ref name="metronome-features" />,<ref name="M-Link-features" />,[empty],<ref name="openfire-features" />,<ref name="prosody-thorough" />,[empty]
0013,Flexible offline message retrieval,[empty],<ref name="ejabberd-protocols" />,[empty],<ref name="jabberd14-features" />,<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],<ref name="openfire-features" />,<ref name="prosody-thorough" />,[empty]
0016,Privacy Lists,[empty],<ref name="ejabberd-protocols" />,[empty],<ref name="jabberd14-features" />,<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough"/>,<ref name="tigase-features" />
0018,Invisible Presence,[empty],<ref name="ejabberd-protocols" />,[empty],<ref name="jabberd14-features" />,<ref name="jabberd2-features" />,[empty],[empty],[empty],[empty],[empty],[empty]
0020,Feature negotiation,[empty],<ref name="process-one"></ref>,[empty],[empty],<ref name="jabberd2-features" />,[empty],[empty],[empty],<ref name="openfire-features" />,<ref name="prosody-thorough" />,[empty]
0022,Message Events,[empty],<ref name="ejabberd-protocols" />,[empty],<ref name="jabberd14-features" />,<ref name="jabberd2-features" />,[empty],[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0023,Message Expiration,[empty],<ref name="ejabberd-protocols" />,[empty],<ref name="jabberd14-features" />,<ref name="jabberd2-features" />,[empty],[empty],[empty],[empty],[empty],[empty]
0025,HTTP Polling,[empty],<ref name="ejabberd-protocols" />,[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0030,Service Discovery,[empty],<ref name="ejabberd-protocols" />,[empty],<ref name="jabberd14-features" />,<ref name="jabberd2-features" />,<ref name="metronome-features" />,<ref name="M-Link-features" />,[empty],<ref name="openfire-features" />,<ref name="prosody-thorough" />,<ref name="tigase-features" />
0033,Extended Stanza Addressing,[empty],<ref name="ejabberd-protocols" /><ref>[#EJAB-265&#93; Service for XEP-0033: Extended Stanza Addressing - ProcessOne - Support. Support.process-one.net. Retrieved on 2013-07-17.</ref>,[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],<ref name="openfire-features" />,<ref name="prosody-thorough" /><ref name="prosody-mod-addressing">http://modules.prosody.im/mod_addressing.html</ref>,[empty]
0039,Statistics Gathering (deferred),[empty],<ref name="ejabberd-protocols" />,[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],[empty],<ref name="tigase-features" />
0045,Multi User Chat,[empty],<ref name="ejabberd-protocols" />,[empty],Contrib.<ref name="jabberd14-features" /><ref>MU-Conference - Summary [Gna!&#93;. Gna.org. Retrieved on 2013-07-17.</ref>,<ref name="jabberd2-features" />,<ref name="metronome-features" />,<ref name="M-Link-features" />,[empty],<ref name="openfire-features" />,<ref name="prosody-thorough" />,<ref name="tigase-features" />
0047,In-Band Bytestreams,[empty],<ref name="ejabberd-protocols" />,[empty],[empty],<ref name="jabberd2-features" />,[empty],[empty],[empty],<ref name="openfire-features" />,<ref name="prosody-thorough" />,[empty]
0049,Private XML Storage,[empty],<ref name="ejabberd-protocols" />,[empty],<ref name="jabberd14-features" />,<ref name="jabberd2-features" />,<ref name="metronome-features" />,<ref name="M-Link-features" />,[empty],<ref name="openfire-features" />,<ref name="prosody-thorough" />,<ref name="tigase-features" />
0050,Ad-Hoc Commands,[empty],<ref name="ejabberd-protocols" />,[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,<ref name="M-Link-features" />,[empty],<ref name="openfire-features" />,<ref name="prosody-thorough" />,<ref name="tigase-features" />
0054,vcard-temp,[empty],<ref name="ejabberd-protocols" />,[empty],<ref name="jabberd14-features" />,<ref name="jabberd2-features" />,<ref name="metronome-features" />,<ref name="M-Link-features" />,[empty],<ref name="openfire-features" />,<ref name="prosody-thorough" />,<ref name="tigase-features" />
XEP,Description,Status,ejabberd,iChat Server,jabberd14,jabberd2,Metronome,Isode M-Link,MongooseIM,Openfire,Prosody,Tigase
0055,Jabber Search,[empty],<ref name="ejabberd-protocols" />,[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,<ref name="M-Link-features" />,[empty],<ref name="openfire-features" /><ref>Provided by search plugin</ref>,<ref name="prosody-thorough" />,[empty]
0059,Result set management,[empty],<ref name="ejabberd-protocols" />,[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],<ref name="openfire-features" />,<ref name="prosody-thorough" />,[empty]
0060,Publish-Subscribe,[empty],<ref name="ejabberd-protocols" />,[empty],Contrib.<ref name="jabberd14-features" /><ref>Idavoll . Idavoll (2011-02-13). Retrieved on 2013-07-17.</ref>,<ref name="jabberd2-features" />,<ref name="metronome-features" />,<ref name="M-Link-features" />,[empty],<ref name="openfire-features" />,<ref name="prosody-thorough" />,<ref name="tigase-features" />
0065,SOCKS5 Bytestreams,[empty],<ref name="ejabberd-protocols" />,[empty],Contrib.<ref name="jabberd14-features" /><ref>proxy65 - A SOCKS5 Bytestreams proxy for use in Jabber/XMPP file transfer. - Google Project Hosting. Code.google.com. Retrieved on 2013-07-17.</ref>,<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],<ref name="openfire-features" />,<ref name="prosody-thorough" />,<ref name="tigase-features" />
0066,Out of Band Data,[empty],<ref name="ejabberd-protocols" />,[empty],[empty],<ref name="jabberd2-features" />,[empty],[empty],[empty],[empty],[empty],[empty]
0068,Field Standardization for Data Forms,[empty],<ref name="ejabberd-protocols" />,[empty],[empty],<ref name="jabberd2-features" />,[empty],<ref name="M-Link-features" />,[empty],[empty],<ref name="prosody-thorough" />,[empty]
0070,Verifying HTTP Requests via XMPP,[empty],<ref name="ejabberd-protocols" />,[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0073,Basic IM Protocol Suite,[empty],[empty],[empty],<ref name="jabberd14-features" />,<ref name="jabberd2-features" />,[empty],[empty],[empty],<ref name="openfire-features"/>,[empty],<ref name="tigase-features" />
