Name,Networking support,NE2000/RTL8029,RTL8139,Gigabit Ethernet,10 Gigabit Ethernet,Wireless LAN,Bluetooth,IrDA
Linux,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
FreeBSD,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
OpenBSD,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
NetBSD,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
DragonFly BSD,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
OpenSolaris  illumos,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
AuroraUX,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Darwin  OpenDarwin,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
MINIX,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
FreeDOS,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Genode,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Haiku,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
KolibriOS,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
MenuetOS,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
GNU,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
ReactOS,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
L4  Fiasco  Pistachio,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Plan 9,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
AROS,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Syllable,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Inferno,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
FreeRTOS,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[added]
eCos,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
RTEMS,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
HelenOS,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
E/OS,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
K42,[added],[added],[added],[added],[added],[added],[added],[added]
UnixLite -->,[added],[added],[added],[added],[added],[added],[added],[added]
Name,Networking support,NE2000/RTL8029,RTL8139,Gigabit Ethernet,10 Gigabit Ethernet,Wireless LAN,Bluetooth,IrDA
