NAME,Export universal DXF,inside AutoCAD application available,Curve recognition,Circle recognition,Arc recognition,Orthogonal line detection,Corner detection,Line connection
Easy Trace,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
FreeHand,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Graphic Tracer Professional,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Illustrator,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Potrace,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
ImageTracer,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
Scan2CAD,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
WinTopo Pro,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty]
[empty],Export universal DXF,inside AutoCAD application available,Curve recognition,Circle recognition,Arc recognition,Orthogonal line detection,Corner detection,Line connection
[added],[added],[added],[added],[added],[added],[added],[added],[added]
