Name,License,Can reside in,Can boot from,Can boot
ESP (UEFI),MBR,VBR,Floppy,Hard disk
Acronis OS Selector,[empty],[empty],[empty],[empty]
AiR-Boot,[empty],[empty],[empty],[empty]
AKernelLoader,[empty],[empty],[empty],[empty]
Barebox,[empty],[empty],[empty],[empty]
BootIt Bare Metal (formerly BootIt Next Generation),[empty],[empty],[empty],[empty]
BootKey,[empty],[empty],[empty],[empty]
BootManager,[empty],[empty],[empty],[empty]
BootX (Apple),[empty],[empty],[empty],[empty]
BootX (Linux),[empty],[empty],[empty],[empty]
Darwin Boot Loader,[empty],[empty],[empty],[empty]
Das U-Boot,[empty],[empty],[empty],[empty]
GAG,+,[empty],(SafeBoot),[empty]
GRUB Legacy,+,[empty],[empty],[empty]
GNU GRUB,[empty],[empty],[empty],[empty]
GRUB4DOS,+,[empty],[empty],[empty]
Gujin http://gujin.sourceforge.net/,[empty],[empty],[empty],[empty]
systemd-boot / Gummiboot,[empty],[empty],[empty],[empty]
iBoot,[empty],[empty],[empty],[empty]
Libreboot,[empty],[empty],[empty],[empty]
LILO,[empty],[empty],[empty],[empty]
loader(8),[empty],[empty],[empty],[empty]
loadlin,+,[empty],[empty],[empty]
MasterBooter,[empty],[empty],[empty],[empty]
NTLDR,[empty],[empty],[empty],[empty]
OSL2000 Boot Manager,[empty],[empty],[empty],[empty]
PLoP Bootmanager,[empty],[empty],[empty],[empty]
RedBoot,mod +,[empty],[empty],[empty]
rEFInd,/BSD license,[empty],[empty],[empty]
Smart Boot Manager,+,[empty],[empty],[empty]
SPFdisk,+,[empty],[empty],[empty]
SYSLINUX,+,[empty],[empty],[empty]
XOSL,[empty],[empty],[empty],[empty]
Windows Boot Manager,[empty],[empty],[empty],[empty]
FreeLoader (ReactOS Boot Loader),+,[empty],[empty],[empty]
Name,Software license,Can reside in,Can boot from,Can boot
ESP (UEFI),MBR,VBR,Floppy,Hard disk
