Mail server,SMTP AUTH,POP before SMTP,APOP,Filesystem,Database,LDAP,Other
agorum core,,,,,,,PLAIN  LOGIN  CRAM-MD5  NTLM
Apache James,,,,,,,PLAIN  LOGIN
Axigen,,,,,,,GSSAPI  CRAM-MD5  DIGEST-MD5  APOP  CLRTXT  LOGIN  PLAIN  LDAP  Internal
CommuniGate Pro,,,,,,,Active Directory (LDAP)  CLRTXT  CRAM-MD5  DIGEST-MD5  APOP  GSSAPI  NTLM  MSN  SESSIONID  External Authentication Plug-in. Also supports X.509 PKI auth via STARTTLS/SSL
Courier Mail Server,,,,,,,Managed by Courier authentication library which can use PAM  Userdb  PostgreSQL(beta)  MySQL  LDAP  and EXTERNAL.
Cyrus IMAP,,,,,,,Supports X.509 PKI auth via STARTTLS and EXTERNAL. Uses Cyrus SASL authentication library for support for other mechanisms: Berkeley DB  GDBM  or NDBM (sasldb)  PAM  MySQL  PostgreSQL  SQLite  LDAP  Active Directory(LDAP)  DCE  Kerberos 4 and 5  proxied IMAP auth  getpwent  shadow  SIA  Courier Authdaemon  httpform  APOP and SASL mechanisms: ANONYMOUS  CRAM-MD5  DIGEST-MD5  EXTERNAL  GSSAPI  LOGIN  NTLM  OTP  PASSDSS  PLAIN  SRP
Dovecot,,,,,,,Not an SMTP server  but offers SASL to MTAs.<ref></ref><ref></ref> POP-before-SMTP via DRAC plugin. PAM  MySQL  PostgreSQL  SQLite  LDAP  Active Directory(LDAP)  Kerberos 5  proxied IMAP auth  getpwent  shadow  SIA  BSDauth  Vpopmail. APOP and SASL mechanisms: ANONYMOUS  PLAIN  LOGIN  CRAM-MD5  DIGEST-MD5  SCRAM-SHA1  EXTERNAL  GSSAPI  NTLM  OTP  SKEY  RPA.
Eudora Internet Mail Server,,,,,,,CRAM-MD5  DIGEST-MD5  PLAIN  LOGIN
Exim,,,,,,,Cyrus SASL  Dovecot SASL  GNU SASL  CRAM-MD5  Heimdal GSSAPI  PLAIN  LOGIN  SPA
FirstClass,,,,,,,
Gordano Messaging Suite,,,,,,,PLAIN  LOGIN  CRAM-MD5  DIGEST-MD5  APOP  ODBC  Active Directory  NT Domain
GroupWise,,,,,,,eDirectory  Any LDAPv3-compliant source
Halon,,,,,,,Many mechanism (SMTP callout  Dovecot SASL  REST  etc.) via script.<ref></ref>
Haraka,,,,,,,Proxy to other server  any other mechanism via AUTH plugins.
IceWarp Mail Server,,,,,,,PLAIN  LOGIN  CRAM-MD5  NTLM
Ipswitch IMail Server,,,,,,,Active Directory  Windows authentication  CRAM-MD5  PLAIN  LOGIN
Kolab,,,,,,,Kolab employs Cyrus and Postfix and thus supports all Cyrus SASL authentication methods and X.509 PKI auth via STARTTLS and EXTERNAL.
Mailsite,,,,,,,NT Domain  Active Directory  PLAIN  LOGIN  NTLM  SCRAM-MD5  CRAM-MD5
Mailtraq,,,,,,,NT Domain  Active Directory  Local Directory
Mercury Mail Transport System,,,,,,,Internal  LOGIN  PLAIN  CRAM-MD5  Netware  LDAP?  partial NT Domain
Microsoft Exchange Server,,,,,,,Active Directory  LOGIN <ref></ref> NTLM
NetMail,,,,,,,eDirectory  LDAP
Oracle Communications Messaging Server,,,,,,,Plain  Login  CRAM-MD5  Digest-MD5  Certificate
OpenSMTPD,,,,,,,By default PLAIN and LOGIN over SSL only  Certificates  bsd_auth and PAM. Supports adding new authentication mechanisms through custom backends.
Postfix,,,,,,,Supports all Cyrus SASL authentication methods except for APOP.
Qpopper,,,,,,,Pluggable Authentication Modules  GSSAPI  CRAM-MD5  DIGEST-MD5  APOP  PLAIN  LDAP  CMU SASL library  Kerberos
qmail,,,,,,,Works with any checkpassword utility. The original supports only LOGIN and PLAIN. Alternate checkpassword utilities support authentication against PAM  LDAP  and databases.
Scalix,,,,,,,Internal  LOGIN  PLAIN  X.500 (DAP)  LDAP  OpenLDAP  Active Directory  eDirectory  Kerberos  etc.
Sendmail,,,,,,,Supports all Cyrus SASL authentication methods except for APOP. Also supports X.509 PKI auth via STARTTLS and EXTERNAL.
WinGate,,,,,,,NT Domain  Active Directory  CRAM-MD5  SASL PLAIN  SASL LOGIN
Zarafa,,,,,,,PLAIN  LOGIN using internal backends: Internal  Active Directory  any LDAP-compatible source  Unix
Zentyal,,,,,,,Active Directory using Dovecot SASL mechanisms
Zimbra,,,,,,,Internal  LDAP  Open LDAP  Active Directory
Mail server,SMTP AUTH,POP before SMTP,APOP,Filesystem,Database,LDAP,Other
