Program,Fullscreen,slideshow,zoom (styles),cache decoded images,thumbnails (sizes),thumbnail caching,navigation views,print,sort (schemes)
ACDSee,[empty],[empty],1:1  fit width and/or height  lock,previous  next,user-defined,database,directory-tree  albums  calendar  favourites  search results,[empty],user-defined  name  date  size  type  ...
CDisplay,[empty],[empty],1:1  fit over/under width/height  fullscreen  doublepage,[empty],Fixed  with scroll,[empty],Thumbnails(of current folder images or archive),[empty],[empty]
Comix,[empty],[empty],1:1  fit over/under width/height  fullscreen  doublepage,[empty],Fixed  with scroll,[empty],Thumbnails(of current folder images or archive),[empty],[empty]
digiKam,[empty],[empty],fit  in/out,previous  next,adjustable size,[empty],album-tree  tags  calendar  searches  map (geolocation),[empty],tags  date  keywords  metadata
Eye of gnome,[empty],[empty],+/-  1:1  best fit,[empty],image collection pane  only one row,[empty],Thumbnails(of current folder images),[empty],[empty]
F-Spot,[empty],[empty],[empty],[empty],[empty],[empty],list  file-tree,[empty],keywords
FastPictureViewer,[empty],Auto-advance mode,1:1  fit  50%-6400% magnifier  click-and-hold zooming,dynamic  adaptive,96x96px  shown on navigation slider (Vista or later),(uses OS-managed cache on Windows Vista or later),Windowed or full-screen  back and forth navigation  bookmarks  navigation slider,[empty],Filenames  file creation/modification date  Exif date taken  GPS timestamp
FastStone Image Viewer,[empty],[empty],1:1  2%-5000% magnifier  click-and-hold zooming  fit width and/or height  lock,[empty],6 predefined sizes,database,dir-tree  back and forth navigation  bookmarks,[empty],user-defined  name  date  file size  image size  type
Geeqie,[empty],[empty],fit  1:1  in/out,previous  next,24x24 - 256x256,as png-files centrally or in sub-dir,list  dir-tree  collection,[empty],collections  keywords  directory
gThumb,[empty],random  forward  reverse,fit  1:1  remember  fit-if-larger  in/out,[empty],48x48 - 256x256  9 sizes,Newer versions cache in a central directory,list  icon  subfolders  categories  catalog,[empty],catalogs  categories
Gwenview,[empty],[empty],fit  1:1  fit-if-larger  zoom to 1600%,[empty],adjustable size,[empty],fullscreen thumbnails  dir-tree,[empty],name  size  date
IrfanView,[empty],[empty],1:1  fit width and/or height  lock,[empty],18 predefined sizes: 50×50–800×800,[empty],dir-tree  search results,[empty],name  date  file size  image width/height  type  user-defined
KPhotoAlbum,[empty],[empty],fit  in/out  presets,[empty],[empty],[empty],views search results,[empty],by date
Phase One Media Pro,[empty],[empty],Fit to viewing area/height/width  1:1  zoom to 1600%,[empty],Yes  user-defined,Database,Catalog-sets  date  filetypes  events  author  people  by search  by keywords and all metadata,[empty],name  date  size  user-defined
Picasa,only in slideshow mode,[empty],no view window  fit to viewing area  1:1  zoom to 400%,[empty],user defined,database,directory-tree  albums  timeline,[empty],name  date  size  user-defined
ResourceSpace,[empty],[empty],[empty],[empty],user defined,database,thumbs  list  events  tags,contact sheet,date  relevance  colour
Shotwell,[empty],[empty],[empty],[empty],fixed size,[empty],Thumbs  Events (dates)  tags,[empty],Title  Exposure Date
Simple Comic,[empty],[empty],<br />Magnifying loupe on cursor,[empty],[empty],[empty],<br />fullscreen thumbnails  thumbnails when hovering over progress bar  single page  double page,[empty],Only by ascending file name.
STDU Viewer,[empty],[empty],fit to width  fit to height  fit to size,[empty],[empty],[empty],[empty],[empty],[empty]
Windows Photo Viewer,[empty],[empty],1:1  fit  in/out,[empty],[empty],[empty],[empty],[empty],[empty]
XnView and XnViewMP,[empty],[empty],1:1  fit width and/or height  lock,previous  next,user-defined,database,dir-tree  favourites  categories,[empty],name  date  size  type  etc.; no user-defined order
xv,[empty],[empty],[empty],[empty],fixed size,in subdirectory (.xvpics),[empty],[empty],name
Zoner Photo Studio,[empty],[empty],1:1  fit width and/or height  lock,in Viewer  previous and next,user-defined,database,dir-tree  albums  CD compilations  media archive  search results  web albums,contact sheet  templates  calendars  paper saver,name  date  size  type  etc.; user-defined order
Program,Fullscreen,slideshow,zoom (styles),cache decoded images,thumbnails (sizes),thumbnail caching,navigation views,print,sort (schemes)
